English,Indonesia
They've changed.,Mereka telah berubah.
This is awkward.,Ini aneh.
This is my room.,Ini adalah kamarku.
This is my wife.,ini istriku.
This is natural.,Ini alami.
This is no joke.,Ini bukan lelucon.
This is on sale.,Ini dijual.
This is strange.,Ini aneh.
Tom adores Mary.,Tom sangat mencintai dan menyayangi Mary.
Tom blacked out.,Tom pingsan.
Tom is home now.,Tom sedang di rumah sekarang.
Tom is my buddy.,Tom adalah temanku.
Tom is very old.,Tom sangat tua.
Tom isn't happy.,Tom tidak senang.
Tom kept eating.,Tom terus makan.
Tom lied to you.,Tom berbohong padamu.
Tom looks upset.,Tom terlihat sedih.
Tom made a kite.,Tom membuat sebuah layang-layang.
Tom needs a cab.,Tom butuh taksi.
Tom needs water.,Tom butuh air.
Tom quit school.,Tom berhenti sekolah.
Tom seems upset.,Tom sepertinya sedih.
Tom still works.,Tom masih bekerja.
Tom was injured.,Tom telah terluka.
Tom was singing.,Tom sedang bernyanyi tadi.
Tom will go far.,Tom akan pergi jauh.
Tom's concerned.,Tom khawatir.
Tom's dangerous.,Tom itu berbahaya.
Tom's my friend.,Tom itu temanku.
Wash everything.,Cuci semuanya!
Wasn't it awful?,Bukankah itu mengerikan?
We captured Tom.,Kita menangkap Tom.
We did our best.,Kami melakukan yang terbaik.
We felt at home.,Kami merasa seperti di rumah.
We just met Tom.,Kami baru saja bertemu Tom.
We just met Tom.,Kita baru saja bertemu Tom.
We never forget.,Kami tidak pernah lupa.
We never forget.,Kita tidak pernah lupa.
We planted rice.,Kami menanam padi.
We're ambitious.,Kami ambisius.
We're both fine.,Kami berdua baik-baik saja.
We're both fine.,Kami berdua tidak apa-apa.
What a nice day!,Sungguh hari yang indah!
What is pottery?,Apa itu tembikar?
What's going on?,Ada apa?
What's happened?,Apa yang terjadi?
What's with Tom?,Ada apa dengan Tom?
What's your job?,Apa pekerjaanmu?
What've you got?,Kalian punya apa?
What've you got?,Kalian dapat apa?
When can we eat?,Kapan kita bisa makan?
Where did he go?,Dia pergi ke mana?
Where did it go?,Ke mana perginya?
Where is my car?,Mobilku mana?
Where is my pen?,Di mana pulpenku?
Where were they?,Di mana mereka?
Where were they?,Di manakah mereka?
Where's the map?,Di mana petanya?
Who contributed?,Siapa yang berkontribusi?
Who is that boy?,Siapa anak itu?
Why did you ask?,Mengapa kamu bertanya?
Why is she here?,Kenapa dia ada di sini?
You don't count.,Kamu tidak menghitung
You let me down.,Kamu membuatku kecewa.
You let me down.,Kamu mengecewakanku.
You look unsure.,Kamu terlihat tidak yakin.
You'll get lost.,Kamu akan tersesat.
Your time is up.,Waktumu sudah habis.
Anyone can do it.,Siapapun bisa melakukannya.
Are they friends?,Apa mereka berteman?
Are we all ready?,Apakah kita siap?
Are you for real?,Apa kau serius?
Are you like Tom?,Apakah kamu seperti Tom?
Are you positive?,Apa kamu sudah positif?
Are you sleeping?,Kamu lagi tidur?
Are you with Tom?,Apakah kamu bersama Tom?
Bring me the bag.,Bawakan tas itu
Can I borrow $30?,Bolehkah aku pinjam 30 dolar?
Can I borrow $30?,Apa aku boleh meminjam tiga puluh dolar?
Can anyone drive?,Apakah ada orang yang bisa mengemudi?
Can you see them?,Bisakah kamu melihat mereka?
Can you see them?,Apakah kamu melihat mereka?
Can you ski well?,Apa kamu bisa berski dengan baik?
Continue digging.,Teruslah menggali.
Control yourself!,Kendalikan dirimu!
Control yourself.,Kendalikan dirimu.
Crying is normal.,Menangis itu normal.
Did Tom go alone?,Tom pergi sendiri?
Did she say that?,Dia tadi bilang begitu?
Did you have fun?,Apa kau bersenang-senang?
Did you have fun?,Apa kamu senang?
Do I look normal?,Apakah aku terlihat normal?
Do you cry often?,Apakah kamu sering menangis?
Do you feel sick?,Apa kamu merasa sakit?
Do you live here?,Apakah kamu tinggal di sini?
Do you live here?,Apakah Anda tinggal di sini?
Don't forget Tom.,Jangan lupakan Tom.
Don't mention it.,Tidak apa-apa.
Don't you get it?,Apa kamu tidak mengerti?
Enough is enough.,Cukup cukup.
Finish your work.,Selesaikan pekerjaanmu!
Go to the barber.,Pergilah ke tukang potong rambut!
He can swim fast.,Dia dapat berenang dengan cepat.
He had few teeth.,Dia punya sedikit gigi.
He has a bicycle.,Dia memiliki sebuah sepeda.
He is in trouble.,Dia dalam masalah.
He is my brother.,Dia adalah adikku.
He is my brother.,Dia adalah kakakku.
He is still here.,Dia masih di sini.
He left just now.,Dia baru saja pergi.
He likes fishing.,Dia suka memancing.
He ran into debt.,Dia mengambil pinjaman uang.
He was acquitted.,Dia dinyatakan tidak bersalah.
He's intelligent.,Dia pintar.
He's still young.,Dia masih muda.
Here is your bag.,Ini dia tasmu.
Hold on a second.,Tunggu sebentar.
How about a bite?,Mau coba satu gigitan?
How could I know?,Bagaimana aku bisa mengetahuinya?
How does it look?,Bagaimana kelihatannya?
How tall are you?,Seberapa tinggi kamu?
How will it work?,Bagaimana cara kerjanya?
How would I know?,Bagaimana aku bisa mengetahuinya?
How're you doing?,Apa kabar?
I agree with you.,Aku setuju denganmu.
I also like cake.,Aku juga suka kue.
I am not kidding.,Aku tidak bercanda.
I am not kidding.,Aku tidak sedang bercanda.
I am not thirsty.,Aku tidak haus.
I am only joking.,Saya hanya bergurau.
I am only joking.,Aku cuma bercanda.
I believe in you.,Aku percaya padamu.
I came yesterday.,Aku datang kemarin.
I can't say that.,Aku tidak bisa mengatakan itu.
I can't tell yet.,Aku belum bisa memberi tahu.
I caught the flu.,Aku terkena flu.
I don't think so.,Aku rasa tidak.
I found the keys.,Kuncinya ketemu.
I had a bad cold.,Aku kena flu berat.
I heard a scream.,Aku mendengar sebuah jeritan.
I hope I survive.,Aku harap aku akan bertahan hidup.
I know I'm wrong.,Aku tahu aku salah.
I know I'm wrong.,Aku tahu bahwa aku salah.
I know only this.,Aku hanya tahu ini.
I know your name.,Aku tahu namamu.
I like astronomy.,Aku suka astronomi.
I like chocolate.,Saya suka coklat.
I like red roses.,Aku suka mawar merah.
I like your hair.,Aku suka rambutmu.
I love astronomy.,Aku suka astronomi.
I love chocolate.,Saya suka coklat.
I love egg yolks.,Aku suka kuning telur.
I love this song.,Aku sangat suka lagu ini.
I love this town.,Aku cinta kota ini.
I love your hair.,Aku sangat suka rambutmu.
I made it myself.,Aku membuatnya sendiri.
I must leave now.,Saya harus pergi sekarang.
I play in a band.,Aku tergabung dalam sebuah kelompok musik.
I read the label.,Aku membaca labelnya.
I saw Tom's face.,Aku melihat wajah Tom.
I want to see it.,Aku ingin melihatnya.
I want you to go.,Aku ingin kamu pergi.
I was frightened.,Aku ketakutan.
I was just lucky.,Aku hanya beruntung.
I'll be with Tom.,Aku dengan Tom.
I'll go upstairs.,Aku akan naik ke lantai atas.
I'll go with you.,Aku akan pergi denganmu.
I'll take my car.,Aku akan mengambil mobilku.
I'm 18 years old.,Saya berusia 18 tahun.
I'm Tom's driver.,Saya supir Tom.
I'm a bookkeeper.,Aku seorang penata buku.
I'm an alcoholic.,Saya kecanduan alkohol.
I'm disappointed.,Aku kecewa.
I'm done working.,Aku sudah selesai bekerja.
I'm just kidding.,Aku cuma bercanda.
I'm not a doctor.,Aku bukan dokter.
I'm not an idiot.,Saya bukan idiot.
I'm not bluffing.,Aku tidak sedang menggertakmu.
I'm proud of you.,Aku bangga padamu.
I'm really tired.,Aku sangat capek.
I'm sick of this.,Aku muak dengan hal ini.
I'm still sleepy.,Aku masih ngantuk.
I'm super hungry.,Aku sangat lapar.
I've got a fever.,Saya demam.
"Is Tom here, too?",Apakah Tom di sini juga?
Is everything OK?,Apa semuanya baik-baik saja?
Is that your car?,Apakah itu mobilmu?
Is this accurate?,Apakah ini tepat?
It's a nice town.,Ini kota yang bagus.
It's a sunflower.,Itu bunga matahari.
It's not a trick.,Ini bukan tipuan.
It's on the sofa.,Itu ada di atas sofa.
It's time to eat.,Saatnya makan.
It's very boring.,Ini sangat membosankan.
It's very pretty.,Itu indah sekali.
Let's cross here.,Mari menyeberang di sini.
Let's go back in.,Ayo masuk kembali ke dalam.
Let's go surfing.,Ayo pergi berselancar!
Let's have a try.,Mari kita coba.
Let's just do it.,Sudah ayo kita lakukan saja.
Let's live it up!,Mari bersenang-senang!
Let's run for it.,Ayo lari.
Listen carefully.,Dengarkan baik-baik.
Look at that cat.,Lihat kucing itu!
Mary is graceful.,Mary adalah seorang yang anggun.
My dog likes you.,Anjingku menyukaimu.
My pulse is fast.,Denyut nadiku cepat.
My rifle's empty.,Senapanku kosong.
My stomach hurts.,Perutku sakit.
Nice to meet you.,Senang bertemu denganmu.
No one asked you.,Tidak ada yang bertanya padamu.
No one helped me.,Tak seorang pun membantu saya.
No one's perfect.,Tidak ada orang yang sempurna.
Nobody asked you.,Tidak ada yang bertanya padamu.
Nobody must know.,Tidak ada yang harus tahu.
Nobody's perfect.,Tidak ada orang yang sempurna.
Nothing happened.,Tak ada yang terjadi.
Please be seated.,Silakan duduk.
Please don't cry.,Janganlah menangis.
Please don't die.,Tolong jangan mati!
Please don't die.,Tolong jangan mati.
Please stop that.,Tolong hentikan itu.
Put on your coat.,Pakai jasmu.
Raise your hands!,Angkat tanganmu!
Raise your hands.,Angkat tanganmu.
Shall we go home?,Mau pulang?
She has dry hair.,Dia memiliki rambut yang kering.
She is a student.,Dia seorang siswa.
She is beautiful.,Dia cantik.
She is mad at me.,Dia marah padaku.
She is not young.,Dia tidak muda.
She's helping me.,Dia menolongku.
She's not a liar.,Dia bukan seorang pembohong.
"Sit down, please.",Silakan duduk.
"Sit down, please.",Tolong duduklah.
Stop daydreaming.,Berhentilah melamun.
Thank you kindly.,Terima kasih banyak.
Thanks a million.,Terima kasih banyak.
Thanks a million.,Makasih banyak.
Thanks very much.,Terima kasih banyak.
Thanks very much.,Makasih banyak.
That dog's Tom's.,Anjing itu milik Tom.
That's wonderful.,Itu luar biasa.
"The bill, please.",Tolong bonnya.
The box is empty.,Kotak itu kosong.
The light is off.,Lampunya mati.
The light is out.,Lampunya mati.
The tank is full.,Tangkinya penuh.
There's no proof.,Tidak ada bukti.
They both agreed.,Mereka berdua setuju.
They like apples.,Mereka suka apel.
They won the day.,Mereka menang.
This is nonsense.,Ini omong kosong.
This is puzzling.,Ini membingungkan.
Time is valuable.,Waktu itu berharga.
Tom became blind.,Tom menjadi buta.
Tom has a butler.,Tom punya kepala pelayan.
Tom helped a lot.,Tom membantu banyak.
Tom hurt his leg.,Kaki Tom terluka.
Tom is a student.,Tom adalah seorang siswa.
Tom is courteous.,Tom itu ramah.
Tom is easygoing.,Tom itu santai.
Tom is forgetful.,Tom itu pelupa.
Tom is my friend.,Tom adalah temanku.
Tom isn't famous.,Tom tidak terkenal.
Tom kept talking.,Tom terus berbicara.
Tom lost his hat.,Tom kehilangan topinya.
Tom lost his job.,Tom kehilangan pekerjaannya.
Tom quit smoking.,Tom berhenti merokok.
Tom sounds upset.,Tom sepertinya sedih.
Tom studies hard.,Tom belajar dengan tekun.
Tom walks slowly.,Tom berjalan dengan pelan.
Tom was arrested.,Tom ditangkap.
Tom was divorced.,Tom diceraikan.
Tom was poisoned.,Tom keracunan.
Tom was worn out.,Tom kelelahan.
Tom will improve.,Tom akan berkembang.
Tom's quite good.,Tom lumayan bagus.
Turn to the left.,Belok ke kiri.
Walk ahead of me.,Berjalanlah di depanku.
We agree as well.,Kami juga setuju.
We have no money.,Kami tidak punya uang.
We often see Tom.,Kami sering melihat Tom.
We often see Tom.,Kita sering melihat Tom.
We run every day.,Kami berlari setiap hari.
We won this time.,Kali ini kita menang.
We'll be rescued.,Kita akan diselamatkan.
We're nonsmokers.,Kami bukan perokok.
What could I say?,Apa yang dapat saya katakan?
What did you buy?,Apa yang kamu beli?
What did you buy?,Beli apa?
What did you eat?,Apa yang kau makan?
What do you have?,Kalian punya apa?
What do you have?,Anda punya apa?
What do you mean?,Apa maksudmu?
What do you mean?,Apa yang kamu maksud?
What do you mean?,Apa yang Anda maksudkan?
What do you want?,Apa maumu?
What do you want?,Apa yang kamu inginkan?
What do you want?,Apa yang Anda inginkan?
What does it say?,Apa yang dikatakannya?
What have I done?,Apa yang sudah kulakukan?
What is going on?,Ada apa?
What woke you up?,Apa yang membuatmu terbangun?
What'll you have?,Kamu mau yang mana?
What's your name?,Siapa namamu?
Where did you go?,Ke mana kamu pergi?
Where is Customs?,Di mana Bea dan Cukai?
Where will we go?,Ke mana kita akan pergi?
Where's the exit?,Di mana pintu keluarnya?
Which one was it?,Yang mana itu tadi?
Whose plan is it?,Rencana siapakah ini?
Why did you stop?,Kenapa kau berhenti?
Why should I pay?,Mengapa saya harus membayar?
Will you risk it?,Apa kamu mau mengambil risiko?
You did it again.,Kalian melakukannya lagi.
You did it again.,Kamu telah melakukannya lagi.
You don't listen.,Kamu tidak mendengar.
You don't own me.,Kamu tidak memilikiku.
You look worried.,Kamu terlihat khawatir.
You may be right.,Mungkin kamu benar.
You may go there.,Kamu boleh pergi ke sana.
You need therapy.,Kamu butuh terapi.
You should sleep.,Kamu harus tidur.
You're so skinny.,Kamu kurus sekali.
You're too young.,Kamu itu masih bau kencur.
Your face is red.,Mukamu merah.
Are you all ready?,Apa kalian semua sudah siap?
Are you all right?,Kamu tidak apa-apa?
Are you religious?,Apakah kamu religius?
Call an ambulance.,Panggil ambulan！
Can I have a bite?,Boleh aku mencoba satu gigitan?
Can we talk later?,Bisakah kita berbicara nanti?
Come sing with me.,Ikutlah menyanyi denganku.
Come sing with me.,Mari menyanyi bersamaku.
Did they fire you?,Apakah mereka memecatmu?
Didn't I warn you?,Bukankah saya sudah memperingatkanmu?
Do you have a pen?,Apa kau punya pulpen?
Does she know you?,Apa dia mengenalmu?
Don't let me down.,Jangan buat aku kecewa.
Don't let me down.,Jangan mengecewakanku.
Don't pull my leg!,Jangan mempermainkanku!
Don't you feel it?,Apa kamu merasakannya?
Don't you hear it?,Apa kamu mendengarnya?
Don't you see Tom?,Apakah kamu melihat Tom?
Everybody laughed.,Semuanya tertawa.
Get up out of bed.,Bangunlah dari tempat tidur.
"Goodnight, ladies.",Selamat malam nona-nona.
He can be trusted.,Dia bisa dipercaya.
He has no bicycle.,Dia tidak punya sepeda.
He is a quiet man.,Dia orangnya pendiam.
He is from France.,Dia dari Perancis.
He is intelligent.,Dia pintar.
He is still alive.,Dia masih hidup.
He is still angry.,Dia masih marah.
He is still young.,Dia masih muda.
He isn't here yet.,Dia masih belum di sini.
He kept on crying.,Dia terus menangis.
He will come soon.,Ia akan segera datang.
He's not here yet.,Dia masih belum di sini.
His room's a mess.,Kamarnya sangat berantakan.
How about a drink?,Bagaimana kalau minuman?
How are you doing?,Bagaimana kabar Anda?
I admit I'm wrong.,Aku akui aku salah.
I am not a doctor.,Saya bukan dokter.
I appreciate that.,Aku mengapresiasinya.
I appreciate this.,Aku menghargai ini.
I can't trust him.,Aku tidak bisa mempercayai dia.
I cannot help you.,Saya tidak dapat membantumu.
I cried all night.,Aku menangis sepanjang malam.
I don't blame you.,Aku tidak menyalahkanmu.
I don't feel well.,Aku sedang tidak enak badan
I don't like eggs.,Aku tidak suka telur.
I don't trust you.,Aku tidak mempercayaimu.
I don't trust you.,Aku tidak percaya padamu.
I doubt his story.,Saya meragukan ceritanya.
I feel good today.,Aku merasa baik hari ini.
I hate interviews.,Aku benci wawancara.
I have a daughter.,Aku punya seorang anak perempuan.
I have a headache.,Aku sakit kepala.
I like this store.,Aku suka toko ini.
I like watermelon.,Aku suka semangka.
I liked this film.,Dulu aku suka film ini.
I met Tom tonight.,Aku bertemu Tom malam ini.
I missed my train.,Aku ketinggalan keretaku.
I need some money.,Aku membutuhkan uang.
I need some paper.,Aku perlu kertas.
I saw Tom earlier.,Barusan aku melihat Tom.
I want a lot more.,Aku mau lebih banyak.
I want some paper.,Aku ingin kertas.
I want to see him.,Aku ingin bertemu dengannya.
I was a shy child.,Dulu aku anak yang pemalu.
I was just joking.,Saya hanya bergurau.
I was just joking.,Aku cuma bercanda.
I was very hungry.,Aku sangat lapar.
I wish I was dead.,Aku harap aku mati.
I won't be silent.,Aku tidak akan diam.
I worry about him.,Aku mengkhawatirkan dia.
I'll be in my car.,Aku ada di dalam mobil.
I'll decide later.,Akan saya putuskan nanti.
I'll give it back.,Aku akan mengembalikannya.
I'll never forget.,Aku tidak akan pernah lupa.
I'll pay the bill.,Aku akan membayar tagihannya.
I'll send it back.,Aku akan mengirimnya kembali.
I'm a human being.,Aku adalah manusia.
I'm an accountant.,Aku seorang akuntan.
I'm awfully tired.,Aku benar-benar capek.
I'm feeling tired.,Aku merasa capek.
I'm not a student.,Aku bukan pelajar.
I'm not a student.,Aku bukan siswa.
I'm not a student.,Saya bukan siswa.
I'm not a tourist.,Aku bukan turis.
I'm not a tourist.,Saya bukan turis.
I'm not into that.,Aku tidak begitu suka dengan hal semacam itu.
I'm really hungry.,Aku sangat lapar.
I'm sorry for you.,Saya turut berduka.
I'm tired of this.,Aku lelah dengan hal ini.
I've got to study.,Aku harus belajar.
Is Tom still sick?,Apakah Tom masih sakit?
Is that important?,Itu penting?
Is this real gold?,Apakah ini emas asli?
It became a habit.,Itu menjadi sebuah kebiasaan.
It doesn't matter.,Tidak masalah.
It isn't optional.,Ini tidak fakultatif.
It should be fine.,Semuanya akan baik-baik saja.
It was no trouble.,Tidak ada masalah.
It's all my fault.,Ini semua salahku.
It's confidential.,Ini rahasia.
It's just a hobby.,Ini hanya hobi.
It's my only hope.,Ini satu-satunya harapan saya.
It's not my fault.,Itu bukan salahku.
It's pretty weird.,Itu sangat aneh.
It's starting now.,Sudah dimulai sekarang.
Keep away from me.,Menjauhlah dariku.
Keep your chin up.,Tetaplah semangat.
Leave me in peace!,Tinggalkan aku sendiri!
Let's do it again.,Mari kita melakukannya lagi.
Let's do it again.,Mari kita lakukan lagi.
Let's do this now.,Mari kita melakukannya sekarang.
Let's go to sleep.,Mari kita tidur.
Let's go to sleep.,Mari kita pergi tidur.
Let's have a look.,Mari kita coba lihat.
Let's take a look.,Mari kita coba lihat.
May I take a rest?,Bolehkah saya istirahat?
May I try this on?,Bolehkah saya mencoba mengenakan ini?
Maybe I was wrong.,Mungkin aku salah.
My bag was stolen.,Tasku dicuri.
My dad's not here.,Ayahku tidak di sini.
My hands are cold.,Tanganku dingin.
My hobby is music.,Hobiku musik.
My house is dirty.,Rumahku kotor.
My mother is fine.,Ibu saya baik-baik saja.
No one is perfect.,Tidak ada orang yang sempurna.
"No, it's not easy.","Tidak, itu tidak mudah."
Nobody is perfect.,Tidak ada orang yang sempurna.
Please turn right.,Tolong belok kanan.
Put on some music.,Putarlah musik.
Put your hands up!,Angkat tanganmu!
Put your hands up!,Angkat kedua tanganmu!
Put your hands up.,Angkat tanganmu.
See you next week!,Sampai jumpa minggu depan!
She always smiles.,Dia selalu tersenyum.
She is aggressive.,Dia agresif.
Should I help you?,Mau saya bantu?
Stop following me.,Berhenti mengikutiku.
Tell me the story.,Ceritakan padaku.
Tell me the truth.,Katakan padaku yang sebenarnya.
That house is big.,Rumah itu besar.
That isn't enough.,Itu tidak cukup.
That was our home.,Itu dulunya rumah kami.
That was our home.,Itu dulunya rumah kita.
That won't happen.,Itu tidak akan terjadi.
That won't happen.,Itu tak 'kan terjadi.
That's all I have.,Ini semua yang saya punya.
That's my brother.,Itu kakakku.
That's my brother.,Itu adikku.
That's not enough.,Itu tidak cukup.
That's why I lied.,Oleh sebab itulah aku berbohong.
The book is white.,Buku itu putih.
"The check, please.",Tolong bonnya.
The lock's broken.,Kuncinya rusak.
The pizza is cold.,Piza itu dingin.
The train is here.,Keretanya di sini.
The wall is dirty.,Dinding itu kotor.
These are my boys.,Mereka ini adalah anak-anak laki-lakiku.
They betrayed Tom.,Mereka mengkhianati Tom.
They betrayed you.,Mereka mengkhianatimu.
They went surfing.,Mereka pergi berselancar.
They'll try again.,Mereka akan mencobanya lagi.
They're grown men.,Mereka pria dewasa.
This app can help.,Aplikasi ini dapat membantu.
This bucket leaks.,Ember ini bocor.
This can be fixed.,Ini bisa diperbaiki.
This dog is white.,Anjing ini putih.
This egg is fresh.,Telur ini segar.
